row_id,file,line_number,entry_type,original_jp,vietnamese,notes
3162,sansaku_hankagaiEV_hayato.ks,373,glink_choice,一緒に行く（▲テンション▲筋力▼￥5000）,"Đi cùng nhau (-5,000 Yên)",Lựa chọn / Giao diện hệ thống
3163,sansaku_hankagaiEV_hayato.ks,374,glink_choice,断る,Từ chối,Lựa chọn / Giao diện hệ thống
3184,sansaku_hankagaiEV_nagi.ks,26,glink_choice,凪に話しかける,Bắt chuyện với Nagi,Lựa chọn / Giao diện hệ thống
3185,sansaku_hankagaiEV_nagi.ks,27,glink_choice,街を散策する,Đi dạo quanh phố,Lựa chọn / Giao diện hệ thống
3196,sansaku_hankagaiEV_tubomi.ks,26,glink_choice,蕾に話しかける,Bắt chuyện với Tsubomi,Lựa chọn / Giao diện hệ thống
3197,sansaku_hankagaiEV_tubomi.ks,27,glink_choice,街を散策する,Đi dạo quanh phố,Lựa chọn / Giao diện hệ thống
3202,sansaku_hankagaiEV_tubomihayato.ks,26,glink_choice,二人に話しかける,Bắt chuyện với cả hai người,Lựa chọn / Giao diện hệ thống
3203,sansaku_hankagaiEV_tubomihayato.ks,27,glink_choice,街を散策する,Đi dạo quanh phố,Lựa chọn / Giao diện hệ thống
3275,sansaku_massajiEV.ks,31,glink_choice,マッサージを受ける（ストレス▼￥5000▼）,Massage thư giãn (Giảm Stress),Lựa chọn / Giao diện hệ thống
3276,sansaku_massajiEV.ks,32,glink_choice,帰る,Quay về nhà,Lựa chọn / Giao diện hệ thống
3284,sansaku_massajiEV_rinko.ks,26,glink_choice,凛子に話しかける,Bắt chuyện với Rinko,Lựa chọn / Giao diện hệ thống
3285,sansaku_massajiEV_rinko.ks,27,glink_choice,マッサージを受ける（ストレス▼￥5000▼）,Massage thư giãn (Giảm Stress),Lựa chọn / Giao diện hệ thống
3286,sansaku_massajiEV_rinko.ks,28,glink_choice,帰る,Quay về nhà,Lựa chọn / Giao diện hệ thống
3303,sansaku_massajiEV_rinkohayato.ks,26,glink_choice,二人に話しかける,Bắt chuyện với cả hai người,Lựa chọn / Giao diện hệ thống
3304,sansaku_massajiEV_rinkohayato.ks,27,glink_choice,マッサージを受ける（体力▲￥5000▼）,Massage trị liệu (Hồi Thể lực),Lựa chọn / Giao diện hệ thống
3328,sansaku_massajiEV_rinkotubomi.ks,26,glink_choice,二人に話しかける,Bắt chuyện với cả hai người,Lựa chọn / Giao diện hệ thống
3329,sansaku_massajiEV_rinkotubomi.ks,27,glink_choice,マッサージを受ける（体力▲￥5000▼）,Massage trị liệu (Hồi Thể lực),Lựa chọn / Giao diện hệ thống
3355,sansaku_rihureEV.ks,31,glink_choice,メイドリフレに入る（勇気▲￥5000▼）,Vào quán Maid (Tăng Dũng cảm),Lựa chọn / Giao diện hệ thống
3356,sansaku_rihureEV.ks,32,glink_choice,帰る,Quay về nhà,Lựa chọn / Giao diện hệ thống
3363,sansaku_rihureEV_tubomi.ks,31,glink_choice,蕾と話す,Bắt chuyện với Tsubomi,Lựa chọn / Giao diện hệ thống
3364,sansaku_rihureEV_tubomi.ks,32,glink_choice,メイドリフレに入る（勇気▲￥5000▼）,Vào quán Maid (Tăng Dũng cảm),Lựa chọn / Giao diện hệ thống
3365,sansaku_rihureEV_tubomi.ks,33,glink_choice,帰る,Quay về nhà,Lựa chọn / Giao diện hệ thống
3375,EV_date.ks,35,glink_choice,奢る(▼￥5000),"Bao ăn (-5,000 Yên)",Lựa chọn / Giao diện hệ thống
3376,EV_date.ks,36,glink_choice,奢ってもらう,Để đối phương bao,Lựa chọn / Giao diện hệ thống
3377,EV_date.ks,37,glink_choice,割り勘(▼￥2500),"Chia đôi tiền (-2,500 Yên)",Lựa chọn / Giao diện hệ thống
3399,EV_date.ks,134,glink_choice,買ってあげる(▼￥5000),"Mua tặng (-5,000 Yên)",Lựa chọn / Giao diện hệ thống
3400,EV_date.ks,135,glink_choice,無視する,Phớt lờ,Lựa chọn / Giao diện hệ thống
3401,EV_date.ks,136,glink_choice,ロボプラをねだる,"Gọi món Robo-Ala (-5,000 Yên)",Lựa chọn / Giao diện hệ thống
3427,EV_date.ks,233,glink_choice,奢る(▼￥5000),"Bao ăn (-5,000 Yên)",Lựa chọn / Giao diện hệ thống
3428,EV_date.ks,234,glink_choice,奢ってもらう,Để đối phương bao,Lựa chọn / Giao diện hệ thống
3429,EV_date.ks,235,glink_choice,割り勘(▼￥2500),"Chia đôi tiền (-2,500 Yên)",Lựa chọn / Giao diện hệ thống
3448,EV_date.ks,327,glink_choice,ケーキセット(▼￥5000),"Set bánh kem (-5,000 Yên)",Lựa chọn / Giao diện hệ thống
3449,EV_date.ks,328,glink_choice,駄菓子(▼￥1000),Bánh kẹo (-1.000¥),Lựa chọn / Giao diện hệ thống
3450,EV_date.ks,329,glink_choice,手ぶら,Đi tay không,Lựa chọn / Giao diện hệ thống
3584,EV_hukusyu_hayato.ks,42,glink_choice,復讐する,Trả thù,Lựa chọn / Giao diện hệ thống
3585,EV_hukusyu_hayato.ks,43,glink_choice,忘れる,Bỏ qua,Lựa chọn / Giao diện hệ thống
3698,EV_kokuhaku_nagi.ks,121,glink_choice,受け入れる,Đồng ý,Lựa chọn / Giao diện hệ thống
3699,EV_kokuhaku_nagi.ks,122,glink_choice,断る,Từ chối,Lựa chọn / Giao diện hệ thống
3820,EV_kokuhaku_rinko.ks,137,glink_choice,受け入れる,Đồng ý,Lựa chọn / Giao diện hệ thống
3821,EV_kokuhaku_rinko.ks,138,glink_choice,断る,Từ chối,Lựa chọn / Giao diện hệ thống
3893,EV_kokuhaku_tubomi.ks,126,glink_choice,受け入れる,Đồng ý,Lựa chọn / Giao diện hệ thống
3894,EV_kokuhaku_tubomi.ks,127,glink_choice,断る,Từ chối,Lựa chọn / Giao diện hệ thống
9460,CG_tou_complete.ks,18,ptext_ui,盗撮CG回収率,Tỷ lệ thu thập:,Lựa chọn / Giao diện hệ thống
9583,EV_item_Spirytus_nagi.ks,28,glink_choice,使用する,Sử dụng,Lựa chọn / Giao diện hệ thống
9584,EV_item_Spirytus_nagi.ks,29,glink_choice,使用しない,Không sử dụng,Lựa chọn / Giao diện hệ thống
9686,EV_item_Spirytus_rinko.ks,28,glink_choice,使用する,Sử dụng,Lựa chọn / Giao diện hệ thống
9687,EV_item_Spirytus_rinko.ks,29,glink_choice,使用しない,Không sử dụng,Lựa chọn / Giao diện hệ thống
9745,EV_item_Spirytus_tubomi.ks,28,glink_choice,使用する,Sử dụng,Lựa chọn / Giao diện hệ thống
9746,EV_item_Spirytus_tubomi.ks,29,glink_choice,使用しない,Không sử dụng,Lựa chọn / Giao diện hệ thống
10012,EV_status.ks,45,glink_choice,応対する,Tiếp chuyện,Lựa chọn / Giao diện hệ thống
10013,EV_status.ks,46,glink_choice,何もしない,Không làm gì,Lựa chọn / Giao diện hệ thống
10046,EV_status.ks,206,glink_choice,応対する,Tiếp chuyện,Lựa chọn / Giao diện hệ thống
10047,EV_status.ks,207,glink_choice,何もしない,Không làm gì,Lựa chọn / Giao diện hệ thống
10068,EV_status.ks,335,glink_choice,応対する,Tiếp chuyện,Lựa chọn / Giao diện hệ thống
10069,EV_status.ks,336,glink_choice,何もしない,Không làm gì,Lựa chọn / Giao diện hệ thống
10090,EV_status.ks,454,glink_choice,参加する（▼￥10000）,Tham gia (-10.000¥),Lựa chọn / Giao diện hệ thống
10091,EV_status.ks,455,glink_choice,参加しない,Không tham gia,Lựa chọn / Giao diện hệ thống
10197,a_Debugroom.ks,29,glink_choice,2週目にする,Chuyển sang Tuần thứ 2,Lựa chọn / Giao diện hệ thống
10198,a_Debugroom.ks,30,glink_choice,３週目にする,Chuyển sang Tuần thứ ３,Lựa chọn / Giao diện hệ thống
10199,a_Debugroom.ks,31,glink_choice,4週目にする,Chuyển sang Tuần thứ 4,Lựa chọn / Giao diện hệ thống
10200,a_Debugroom.ks,32,glink_choice,はじめからスタート,Bắt đầu lại từ đầu,Lựa chọn / Giao diện hệ thống
10201,a_Debugroom.ks,33,glink_choice,７月からスタート,Bắt đầu từ Tháng ７,Lựa chọn / Giao diện hệ thống
10202,a_Debugroom.ks,34,glink_choice,8月からスタート,Bắt đầu từ Tháng 8,Lựa chọn / Giao diện hệ thống
10203,a_Debugroom.ks,35,glink_choice,コミュ評価（凪）,Đánh giá quan hệ: Nagi,Lựa chọn / Giao diện hệ thống
10204,a_Debugroom.ks,36,glink_choice,コミュ評価（凛子）,Đánh giá quan hệ: Rinko,Lựa chọn / Giao diện hệ thống
10205,a_Debugroom.ks,37,glink_choice,コミュ評価（蕾）,Đánh giá quan hệ: Tsubomi,Lựa chọn / Giao diện hệ thống
10206,a_Debugroom.ks,38,glink_choice,コミュ評価（隼人）,Đánh giá quan hệ: Hayato,Lựa chọn / Giao diện hệ thống
10207,a_Debugroom.ks,39,glink_choice,純粋-4（凪）,Độ Thuần Ái Lv4 (Nagi),Lựa chọn / Giao diện hệ thống
10208,a_Debugroom.ks,40,glink_choice,純粋+4（凪）,Độ Thuần Ái Lv4 (Nagi),Lựa chọn / Giao diện hệ thống
10209,a_Debugroom.ks,41,glink_choice,好き-4（凪）,Độ Cảm Tình Lv4 (Nagi),Lựa chọn / Giao diện hệ thống
10210,a_Debugroom.ks,42,glink_choice,好き+4（凪）,Độ Cảm Tình Lv4 (Nagi),Lựa chọn / Giao diện hệ thống
10211,a_Debugroom.ks,43,glink_choice,本命（凪）,Đặt làm Người Yêu Chính (Nagi),Lựa chọn / Giao diện hệ thống
10212,a_Debugroom.ks,44,glink_choice,純粋-4（凛子）,Độ Thuần Ái Lv4 (Rinko),Lựa chọn / Giao diện hệ thống
10213,a_Debugroom.ks,45,glink_choice,純粋+4（凛子）,Độ Thuần Ái Lv4 (Rinko),Lựa chọn / Giao diện hệ thống
10214,a_Debugroom.ks,46,glink_choice,好き-4（凛子）,Độ Cảm Tình Lv4 (Rinko),Lựa chọn / Giao diện hệ thống
10215,a_Debugroom.ks,47,glink_choice,好き+4（凛子）,Độ Cảm Tình Lv4 (Rinko),Lựa chọn / Giao diện hệ thống
10216,a_Debugroom.ks,48,glink_choice,本命（凛子）,Đặt làm Người Yêu Chính (Rinko),Lựa chọn / Giao diện hệ thống
10217,a_Debugroom.ks,49,glink_choice,純粋-4（蕾）,Độ Thuần Ái Lv4 (Tsubomi),Lựa chọn / Giao diện hệ thống
10218,a_Debugroom.ks,50,glink_choice,純粋+4（蕾）,Độ Thuần Ái Lv4 (Tsubomi),Lựa chọn / Giao diện hệ thống
10219,a_Debugroom.ks,51,glink_choice,好き-4（蕾）,Độ Cảm Tình Lv4 (Tsubomi),Lựa chọn / Giao diện hệ thống
10220,a_Debugroom.ks,52,glink_choice,好き+4（蕾）,Độ Cảm Tình Lv4 (Tsubomi),Lựa chọn / Giao diện hệ thống
10221,a_Debugroom.ks,53,glink_choice,純粋-4（隼人）,Độ Thuần Ái Lv4 (Hayato),Lựa chọn / Giao diện hệ thống
10222,a_Debugroom.ks,54,glink_choice,純粋+4（隼人）,Độ Thuần Ái Lv4 (Hayato),Lựa chọn / Giao diện hệ thống
10223,a_Debugroom.ks,55,glink_choice,好き-4（隼人）,Độ Cảm Tình Lv4 (Hayato),Lựa chọn / Giao diện hệ thống
10224,a_Debugroom.ks,56,glink_choice,好き+4（隼人）,Độ Cảm Tình Lv4 (Hayato),Lựa chọn / Giao diện hệ thống
10225,a_Debugroom.ks,57,glink_choice,本命（蕾）,Đặt làm Người Yêu Chính (Tsubomi),Lựa chọn / Giao diện hệ thống
10226,a_Debugroom.ks,58,glink_choice,体験版仕様にする,Chuyển sang bản Demo,Lựa chọn / Giao diện hệ thống
10227,a_Debugroom.ks,59,glink_choice,テンション＋5,Tăng Hưng phấn +5,Lựa chọn / Giao diện hệ thống
10228,a_Debugroom.ks,60,glink_choice,全員恋人状態にする,Đặt tất cả nhân vật thành Người yêu,Lựa chọn / Giao diện hệ thống
10229,a_Debugroom.ks,61,glink_choice,侵入病院開放,Mở khóa đột nhập Bệnh viện,Lựa chọn / Giao diện hệ thống
10230,a_Debugroom.ks,62,glink_choice,侵入リフレ開放,Mở khóa đột nhập quán Maid,Lựa chọn / Giao diện hệ thống
10231,a_Debugroom.ks,63,glink_choice,侵入マッサージ店開放,Mở khóa đột nhập tiệm Massage,Lựa chọn / Giao diện hệ thống
10232,a_Debugroom.ks,64,glink_choice,侵入する(マップ),Đột nhập (Bản đồ),Lựa chọn / Giao diện hệ thống
10233,a_Debugroom.ks,65,glink_choice,侵入する(凪),Đột nhập (Nagi),Lựa chọn / Giao diện hệ thống
10234,a_Debugroom.ks,66,glink_choice,買い物する,Mua sắm,Lựa chọn / Giao diện hệ thống
10235,a_Debugroom.ks,67,glink_choice,自室（朝）,Phòng riêng (Buổi Sáng),Lựa chọn / Giao diện hệ thống
10236,a_Debugroom.ks,68,glink_choice,自室（夜）,Phòng riêng (Buổi Tối),Lựa chọn / Giao diện hệ thống
10237,a_Debugroom.ks,69,glink_choice,散策,Dạo phố,Lựa chọn / Giao diện hệ thống
10238,a_Debugroom.ks,70,glink_choice,最終日にジャンプ,Nhảy đến Ngày cuối cùng,Lựa chọn / Giao diện hệ thống
10243,title_screen.ks,211,glink_choice,全開放する,Mở khóa tất cả,Lựa chọn / Giao diện hệ thống
10244,title_screen.ks,212,glink_choice,もどる,Quay lại,Lựa chọn / Giao diện hệ thống
5323,room_asa.ks,24,ptext_ui,【自宅で働く】<br>自室でチャートとにらめっこ。<br>テンションの影響は受けないけど、収益は不安定。勇気が上がる。,【Làm việc tại nhà】<br>Ở trong phòng dán mắt vào biểu đồ giao dịch.<br>Không bị ảnh hưởng bởi Hưng phấn nhưng thu nhập bấp bênh. Tăng Dũng khí.,Mô tả hoạt động buổi sáng
5325,room_asa.ks,27,ptext_ui,【病院清掃】<br>病院で清掃のバイトができる。<br>報酬がもらえて、気配りが上がる。凪とも少し仲良くなれる。,【Dọn dẹp bệnh viện】<br>Làm thêm công việc dọn dẹp tại bệnh viện.<br>Nhận thù lao và tăng Chu đáo. Thân thiết hơn một chút với Nagi.,Mô tả hoạt động buổi sáng
5327,room_asa.ks,30,ptext_ui,【筋トレ】<br>トレーニングで心身を鍛える。<br>筋力が上がる。,【Tập thể hình】<br>Rèn luyện thể chất và tinh thần.<br>Tăng Thể lực/Sức mạnh.,Mô tả hoạt động buổi sáng
5329,room_asa.ks,33,ptext_ui,【外出】<br>街を散策する。,【Ra ngoài】<br>Đi dạo quanh thị trấn.,Mô tả hoạt động buổi sáng
5331,room_asa.ks,36,ptext_ui,【マッサージ店】<br>凛子のマッサージ店でバイトができる。<br>報酬がもらえて、コミュ力が上がる。凛子とも少し仲良くなれる。,【Tiệm massage】<br>Làm thêm tại tiệm massage của Rinko.<br>Nhận thù lao và tăng Giao tiếp. Thân thiết hơn một chút với Rinko.,Mô tả hoạt động buổi sáng
5333,room_asa.ks,39,ptext_ui,【事務作業】<br>メイドリフレで事務作業のバイトができる。<br>報酬がもらえて、賢さが上がる。蕾とも少し仲良くなれる。,【Công việc văn phòng】<br>Làm thêm công việc bàn giấy tại tiệm Maid Refle.<br>Nhận thù lao và tăng Thông thái. Thân thiết hơn một chút với Tsubomi.,Mô tả hoạt động buổi sáng
5335,room_asa.ks,42,ptext_ui,【寝る】<br>しっかり休んで体力とストレスを大きく回復させる。<br>,【Đi ngủ】<br>Nghỉ ngơi thật tốt để hồi phục Thể lực và giảm mạnh Căng thẳng.<br>,Mô tả hoạt động buổi sáng
5337,room_asa.ks,45,ptext_ui,【侵入】<br>凪の部屋やバイト先のバックヤードへ侵入する。<br>盗撮をしたり、物色で凪と隼人の関係を壊す工作活動が出来る。勇気が上がる。<br>,【Đột nhập】<br>Đột nhập vào phòng của Nagi hoặc hậu trường nơi làm thêm.<br>Có thể quay lén hoặc lục lọi phá hoại quan hệ của Nagi và Hayato. Tăng Dũng khí.<br>,Mô tả hoạt động buổi sáng
5339,room_asa.ks,48,ptext_ui,【情報収集】<br>外出して情報を集める。<br>,【Thu thập thông tin】<br>Ra ngoài nắm bắt tình hình và nghe ngóng thông tin.<br>,Mô tả hoạt động buổi sáng
5341,sansaku_kaimono1.ks,56,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5343,sansaku_kaimono1.ks,60,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5345,sansaku_kaimono1.ks,64,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5347,sansaku_kaimono1.ks,133,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5349,sansaku_kaimono1.ks,138,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5351,sansaku_kaimono1.ks,142,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5353,sansaku_kaimono1.ks,220,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5355,sansaku_kaimono1.ks,224,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5357,sansaku_kaimono1.ks,228,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5359,sansaku_kaimono1.ks,232,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5361,sansaku_kaimono1.ks,236,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5363,sansaku_kaimono1.ks,326,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5365,sansaku_kaimono1.ks,330,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5367,sansaku_kaimono1.ks,334,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5369,sansaku_kaimono1.ks,338,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5371,sansaku_kaimono1.ks,342,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5373,sansaku_kaimono1.ks,346,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5375,sansaku_kaimono1.ks,429,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
5377,sansaku_kaimono1.ks,433,ptext_ui,所持数：,Đang có: ,Số lượng vật phẩm cửa hàng
